# Lista de exclusión sectorial — fuente: exports del screener de InvestingPro (región USA), corte 2026-07-13
# Sectores: Financiero (1000 mayores por capitalización) y Utilities (sector completo, 130)
# LISTA BLANCA (se analizan normalmente por ser plataformas de pagos, no bancos): V, MA, PYPL, FISV/FI, FIS, GPN, JKHY, WEX, CPAY, TOST, XYZ (Block), FOUR (Shift4)
ticker,name,sector
KRNY,Kearny Financial Corp,Financiero
KRSP,Rice Acquisition Corp 3,Financiero
KTHN,Katahdin Bankshares Corp,Financiero
KTWO,K2 Capital Acquisition Corp,Financiero
KWY,Kingsway Financial Services Inc,Financiero
L,Loews Corp,Financiero
LAFA,LaFayette Acquisition Corp,Financiero
LARK,Landmark Bancorp Inc,Financiero
LATA,Galata Acquisition Corp II,Financiero
LAZ,Lazard Ltd,Financiero
LCLN,Lincoln International Inc,Financiero
LCNB,LCNB Corporation,Financiero
LDI,Loandepot Inc,Financiero
LEGO,Legato Merger Corp IV,Financiero
LFAC,Leapfrog Acquisition Corp,Financiero
LIFE,Ethos Technologies Inc,Financiero
LKFN,Lakeland Financial Corporation,Financiero
LKSP,Lake Superior Acquisition Corp,Financiero
LMND,Lemonade Inc,Financiero
LNC,Lincoln National Corporation,Financiero
LNMG,Linike Medical Group Ltd.,Utilities
LNT,Alliant Energy Corp,Utilities
LOB,Live Oak Bancshares Inc,Financiero
LOGC,ContextLogic Holdings Inc,Financiero
LPAA,Launch One Acquisition Corp,Financiero
LPBB,Launch Two Acquisition Corp,Financiero
LPCV,Launchpad Cadenza Acquisition Corp,Financiero
LPLA,LPL Financial Holdings Inc,Financiero
LPRO,Open Lending Corp,Financiero
LRBI,Lake Ridge Bancorp Inc.,Financiero
LSAK,Lesaka Technologies Inc,Financiero
LSBK,Lake Shore Bancorp Inc,Financiero
LWAC,LightWave Acquisition Corp,Financiero
LYBC,Lyons Bancorp Inc.,Financiero
MACI,Melar Acquisition Corp I,Financiero
MBAV,M3 Brigade Acquisition V Corp,Financiero
MBI,MBIA Inc,Financiero
MBIN,Merchants Bancorp,Financiero
MBVI,M3 Brigade Acquisition VI Corp,Financiero
MBWM,Mercantile Bank Corporation,Financiero
MC,Moelis & Co,Financiero
MCB,Metropolitan Bank Holding,Financiero
MCBS,MetroCity Bankshares,Financiero
MCGA,Yorkville Acquisition Corp,Financiero
MCHB,Mechanics Bancorp,Financiero
MCO,Moodys Corporation,Financiero
MCPB,Mt. Carmel Public Utility Co.,Utilities
MCY,Mercury General Corporation,Financiero
MDU,MDU Resources Group Inc,Utilities
MESH,Meshflow Acquisition Corp,Financiero
MET,MetLife Inc,Financiero
MEVO,M Evo Global Acquisition Corp II,Financiero
MFGI,"""Merchants Financial Group"," Inc.""",Financiero
MFI,mF International Limite,Financiero
MFIN,Medallion Financial Corp,Financiero
MGEE,MGE Energy Inc,Utilities
MGYR,Magyar Bancorp Inc,Financiero
MIAC.U,Meridian3 Industrials Acquisition Unit,Financiero
MIAX,Miami International Holdings Inc,Financiero
MKL,Markel Group Inc,Financiero
MKLY,McKinley Acquisition Corp,Financiero
MKTW,Marketwise Inc,Financiero
MKTX,MarketAxess Holdings Inc,Financiero
MLAA,Mountain Lake Acquisition II Corp,Financiero
MLGF,Malaga Financial Corporation,Financiero
MNAT,Marquette National Corp,Financiero
MNSB,Mainstreet Bank,Financiero
MNTK,Montauk Renewables Inc,Utilities
MORN,Morningstar Inc,Financiero
MPB,Mid Penn Bancorp,Financiero
MPCB,"""Mountain Pacific Bancorp"," Inc.""",Financiero
MQ,Marqeta Inc,Financiero
MRBK,Meridian Bank,Financiero
MRCO.U,Mercator Acquisition Corp Unit,Financiero
MRSH,Marsh & McLennan Companies Inc,Financiero
MRX,Marex Group PLC,Financiero
MS,Morgan Stanley,Financiero
MSBC,Mission Bancorp,Financiero
MSBI,Midland States Bancorp Inc,Financiero
MSCI,MSCI Inc,Financiero
MSEX,Middlesex Water Company,Utilities
MSWV,Main Street Financial Services Corp.,Financiero
MTAL,Metals Acquisition Corp II,Financiero
MTB,M&T Bank Corp,Financiero
MTG,MGIC Investment Corp,Financiero
MTNE,CH4 Natural Solutions Corp,Financiero
MUZE,Muzero Acquisition Corp,Financiero
MVBF,MVB Financial Corp,Financiero
MYFW,First Western Financial Inc,Financiero
MYX,Maywood Acquisition Corp 2,Financiero
MZYX,Mozayyx Acquisition Corp,Financiero
NASB,NASB Financial Inc,Financiero
NATL,NCR Atleos Corp,Financiero
NAVI,Navient Corp,Financiero
NBBK,NB Bancorp Inc,Financiero
NBHC,National Bank Holdings Corporation,Financiero
NBN,Northeast Bancorp,Financiero
NBTB,NBT Bancorp Inc,Financiero
NCEN,Nacel Energy Corp,Utilities
NDAQ,Nasdaq Inc,Financiero
NECB,Northeast Community Bancorp Inc,Financiero
NEE,Nextera Energy Inc,Utilities
NEWT,Newtek Business Services Corp,Financiero
NFBK,Northfield Bancorp Inc,Financiero
NFG,National Fuel Gas Company,Utilities
NHIC,NewHold Investment Corp III,Financiero
NHIV,Newhold Investment Corp IV,Financiero
NI,NiSource Inc,Utilities
NIC,Nicolet Bankshares Inc,Financiero
NJR,NewJersey Resources Corporation,Utilities
NKSH,National Bankshares Inc,Financiero
NMIH,NMI Holdings Inc,Financiero
NMP,NMP Acquisition Corp,Financiero
NNI,Nelnet Inc,Financiero
NODB,North Dallas Bank & Trust Co,Financiero
NODK,NI Holdings Inc,Financiero
NOEM,CO2 Energy Transition Corp,Financiero
NP,Neptune Insurance Holdings Inc,Financiero
NPAC,New Providence Acquisition Corp III,Financiero
NPB,Northpointe Bancshares Inc,Financiero
NRDS,Nerdwallet Inc,Financiero
NRG,NRG Energy Inc,Utilities
NRIM,Northrim BanCorp Inc,Financiero
NTB,Bank of N.T. Butterfield & Son Ltd,Financiero
NTRS,Northern Trust Corporation,Financiero
NTWO,Newbury Street II Acquisition Corp,Financiero
NU,Nu Holdings Ltd,Financiero
NWAX,New America Acquisition I Corp,Financiero
NWBI,Northwest Bancshares Inc,Financiero
NWE,NorthWestern Corporation,Utilities
NWFL,Norwood Financial Corp,Financiero
NWN,Northwest Natural Gas Co,Utilities
NWPP,New Peoples Bankshares Inc,Financiero
OACC,Oaktree Acquisition Corp III,Financiero
OAKC,Oakworth Capital Inc.,Financiero
OBA,Oxley Bridge Acquisition Ltd,Financiero
OBK,Origin Bancorp Inc,Financiero
OBT,Orange County Bancorp Inc,Financiero
OCAC.U,Ocean Capital Acquisition Corp Unit,Financiero
OCFC,OceanFirst Financial Corp,Financiero
OFED,Oconee Federal Financial Corp,Financiero
OFG,OFG Bancorp,Financiero
OGE,OGE Energy Corporation,Utilities
OGS,One Gas Inc,Utilities
OHAC,Oceanhawk Acquisition Corp,Financiero
OICT,Oicintra Inc,Financiero
OIM,OneIM Acquisition Corp,Financiero
OKLO,Oklo Inc,Utilities
OMF,OneMain Holdings Inc,Financiero
ONB,Old National Bancorp,Financiero
ONCH,1RT Acquisition Corp,Financiero
ONIT,Onity Group Inc,Financiero
OPBK,OP Bancorp,Financiero
OPFI,OppFi Inc,Financiero
OPRT,Oportun Financial Corp,Financiero
OPY,Oppenheimer Holdings Inc,Financiero
ORA,Ormat Technologies Inc,Utilities
ORI,Old Republic International Corp,Financiero
ORRF,Orrstown Financial Services Inc,Financiero
OSBC,Old Second Bancorp Inc,Financiero
OSCR,Oscar Health Inc,Financiero
OSG,Octave Specialty Group Inc,Financiero
OSPR.U,Osprey Acquisition Corp III Unit,Financiero
OTAI,Starlink Ai Acquisition Corp,Financiero
OTCM,Otc Markets Group,Financiero
OTGA,OTG Acquisition I Corp,Financiero
OTTR,Otter Tail Corporation,Utilities
OVBC,Ohio Valley Banc Corp,Financiero
OVLY,Oak Valley Bancorp,Financiero
OWL,Blue Owl Capital Inc,Financiero
OWLS,Obook Holdings Ltd,Financiero
OXBC,Oxford Bank Corporation,Financiero
OYSE,Oyster Enterprises II Acquisition,Financiero
OZK,Bank Ozk,Financiero
PAAC,Proem Acquisition Corp I,Financiero
PACH,Pioneer Acquisition I Corp,Financiero
PAGS,PagSeguro Digital Ltd,Financiero
PAII,Pyrophyte Acquisition Corp II,Financiero
PALO,Paloma Acquisition Corp I,Financiero
PAX,Patria Investments Ltd,Financiero
PAY,Paymentus Holdings Inc,Financiero
PAYO,Payoneer Global Inc,Financiero
PAYS,Paysign Inc,Financiero
PB,Prosperity Bancshares Inc,Financiero
PBAM,Private Bancorp of America,Financiero
PBCO,PBCO Financial Corporation,Financiero
PBFS,Pioneer Bancorp Inc,Financiero
PBHC,Pathfinder Bancorp Inc,Financiero
PBNC,PB Financial Corporation,Financiero
PBNK,Pinnacle Bank,Financiero
PCAP,ProCap Acquisition Corp,Financiero
PCB,PCB Bancorp,Financiero
PCG,PG&E Corp,Utilities
PCSC,Perceptive Capital Solutions Corp,Financiero
PCYO,Pure Cycle Corporation,Utilities
PDLB,Ponce Financial Group Inc,Financiero
PEBK,Peoples Bancorp of North Carolina,Financiero
PEBO,Peoples Bancorp Inc,Financiero
PEG,Public Service Enterprise Group Inc,Utilities
PFBC,Preferred Bank,Financiero
PFBX,Peoples Financial Corp,Financiero
PFG,Principal Financial Group Inc,Financiero
PFIS,Peoples Fin,Financiero
PFLC,Pacific Financial Corp,Financiero
PFS,Provident Financial Services Inc,Financiero
PFSI,PennyMac Financial Services Inc,Financiero
PGAC,Pantages Capital Acquisition Corp,Financiero
PGC,Peapack-Gladstone Financial,Financiero
PGR,Progressive Corp,Financiero
PICS,PicS PicPay Inc,Financiero
PIPR,Piper Sandler Companies,Financiero
PJT,PJT Partners Inc,Financiero
PKBK,Parke Bancorp Inc,Financiero
PKIN,Pekin Life Insurance Co,Financiero
PLBC,Plumas Bancorp,Financiero
PLGO,Pelagos Insurance Capital Ltd,Financiero
PLMK,Plum Acquisition Corp IV,Financiero
PLMR,Palomar Holdings Inc,Financiero
PLQC,Plains Acquisition Corporation,Financiero
PLUN,Plutonian Acquisition Corp II,Financiero
PMTR,Perimeter Acquisition I Corp,Financiero
PNBK,Patriot National Bancorp Inc,Financiero
PNC,PNC Financial Services Group Inc,Financiero
PNFP,Pinnacle Financial Partners Inc,Financiero
PNW,Pinnacle West Capital Corp,Utilities
POLE,Andretti Acquisition Corp II,Financiero
PONO,Pono Capital Four Inc,Financiero
POR,Portland General Electric Co,Utilities
PPBN,Pinnacle Bankshares Corporation,Financiero
PPL,PPL Corporation,Utilities
PPLL,Peoples Ltd.,Financiero
PPYA,Papaya Growth Opportunity Corp I,Financiero
PRAA,PRA Group Inc,Financiero
PRG,PROG Holdings Inc,Financiero
PRI,Primerica Inc,Financiero
PRK,Park National Corporation,Financiero
PRMY,Primary Bank,Financiero
PROV,Provident Financial Holdings Inc,Financiero
PRTH,Priority Technology Holdings Inc,Financiero
PRU,Prudential Financial Inc,Financiero
PS,Pershing Square Inc,Financiero
PSBQ,PSB Holdings Inc,Financiero
PSFE,Paysafe Ltd,Financiero
PSPW,3Power Energy Group Inc,Utilities
PSWW,Principal Solar Inc,Utilities
PTAC,Patriot Acquisition Corp,Financiero
PTBS,Potomac Bancshares Inc,Financiero
PTOR,Praetorian Acquisition Corp,Financiero
PWCO,"""PwrCor"," Inc.""",Utilities
PWP,Perella Weinberg Partners,Financiero
QADR,QDRO Acquisition Corp,Financiero
QCRH,QCR Holdings Inc,Financiero
QLEP,Quantum Leap Acquisition Corp,Financiero
QNBC,QNB Corp,Financiero
QRED,QuasarEdge Acquisition Corp,Financiero
QSEA,Quartzsea Acquisition Corp,Financiero
QUCT,"""Queen City Investments"," Inc.""",Financiero
QUMS,Quantumsphere Acquisition Corp,Financiero
QWTR,"""Quest Water Global"," Inc.""",Utilities
RAC.U,Rithm Acquisition Corp Unit,Financiero
RACC,Research Alliance III Corp,Financiero
RAKR,Rainmaker Worldwide Inc,Utilities
RANG,Range Capital Acquisition Corp,Financiero
RBB,RBB Bancorp,Financiero
RBCA.A,Republic Bancorp Inc,Financiero
RBCA.B,Republic Bancorp Inc Class B,Financiero
RBKB,Rhinebeck Bancorp Inc,Financiero
RCBC,River City Bank,Financiero
RDAG,Republic Digital Acquisition Co,Financiero
RDN,Radian Group Inc,Financiero
RELY,Remitly Global Inc,Financiero
RENE.F,Cartesian Growth Corporation II,Financiero
RF,Regions Financial Corporation,Financiero
RFAM,RF Acquisition Corp III,Financiero
RGA,Reinsurance Group of America,Financiero
RGCO,RGC Resources Inc,Utilities
RILY,B. Riley Financial Inc,Financiero
RJF,Raymond James Financial Inc,Financiero
RKT,Rocket Companies Inc,Financiero
RLI,RLI Corp,Financiero
RM,Regional Management Corp,Financiero
RMBI,Richmond Mutual Bancorporation Inc,Financiero
RNGT,Range Capital Acquisition II Corp,Financiero
RNR,Renaissancere Holdings Ltd,Financiero
RNST,Renasant Corporation,Financiero
RNW,ReNew Energy Global PLC,Utilities
ROOT,Root Inc,Financiero
RPAY,Repay Holdings Corp,Financiero
RPC,Ridgepost Capital Inc,Financiero
RRBI,Red River Bancshares Inc,Financiero
RREV,RRE Ventures Acquisition Corp,Financiero
RSER.F,Reservoir Capital Corp.,Utilities
RTAC,Renatus Tactical Acquisition I Corp,Financiero
RTB,RTB Digital Inc,Financiero
RVRF,River Financial Corporation,Financiero
RVSB,Riverview Bancorp Inc,Financiero
RWAY,Runway Growth Finance Corp,Financiero
RYAN,Ryan Specialty Group Holdings Inc,Financiero
SAAQ,Space Asset Acquisition Corp,Financiero
SABK,South Atlantic Bancshares Inc,Financiero
SAC,Safeguard Acquisition Corp,Financiero
SAFT,Safety Insurance Group Inc,Financiero
SAGU,Shreya Acquisition Group,Financiero
SAMG,Silvercrest Asset Management Group Inc,Financiero
SAMO.U,Samos Energy Acquisition Corporation,Financiero
SBCF,Seacoast Banking Corporation of Florida,Financiero
SBFG,SB Financial Group Inc,Financiero
SBKO,"""Summit Bank Group"," Inc.""",Financiero
SBNC,Southern BancShares N.C. Inc,Financiero
SBSI,Southside Bancshares Inc,Financiero
SBXD,SilverBox Corp IV,Financiero
SBXE,SilverBox Corp V,Financiero
SCHW,Charles Schwab Corp,Financiero
SCII,SC II Acquisition Corp,Financiero
SCPQ,Social Commerce Partners Corp,Financiero
SDHI,Siddhi Acquisition Corp,Financiero
SEBC,Southeastern Banking Corp,Financiero
SECZ,Securitize Corp,Financiero
SEIC,SEI Investments Company,Financiero
SEMU.F,Siem Industries S.A.,Financiero
SEZL,Sezzle Inc,Financiero
SF,Stifel Financial Corporation,Financiero
SFBC,Sound Financial Bancorp Inc,Financiero
SFBS,ServisFirst Bancshares Inc,Financiero
SFDL,Security Federal Corporation,Financiero
SFIG.A,Star Financial Group Inc,Financiero
SFIG.B,Star Financial Group Inc Class B,Financiero
SFNC,Simmons First National Corporation,Financiero
SFST,Southern First Bancshares Inc,Financiero
SGU,Star Gas Partners LP,Utilities
SHBI,Shore Bancshares Inc,Financiero
SHOT.U,RMG ML Sports Holdings Unit,Financiero
SIGI,Selective Insurance Group Inc,Financiero
SINX,Sionix Corp.,Utilities
SKWD,Skyward Specialty Insurance Group Inc,Financiero
SKYC,Sky Constant Century Inc,Financiero
SLAM.F,Slam Corp,Financiero
SLBK,"""Skyline Bankshares"," Inc.""",Financiero
SLDE,Slide Insurance Holdings Inc,Financiero
SLM,SLM Corp,Financiero
SLQT,Selectquote Inc,Financiero
SMBC,Southern Missouri Bancorp Inc,Financiero
SMBK,SmartFinancial Inc,Financiero
SNEX,Stonex Group Inc,Financiero
SNFC.A,Security National Financial,Financiero
SNFC.B,Security National Financial Class B,Financiero
SNLC,Security National Corporation,Financiero
SO,Southern Company,Utilities
SOCA,Solarius Capital Acquisition Corp,Financiero
SOFI,SoFi Technologies Inc.,Financiero
SOMC,Southern Michigan Bancorp Inc,Financiero
SOME,Somerset Trust Holding Company,Financiero
SOPV,"""Solar Park Initiatives"," Inc.""",Utilities
SORN,Soren Acquisition Corp,Financiero
SOUL,Soulpower Acquisition Corp,Financiero
SPEG,Silver Pegasus Acquisition Corp,Financiero
SPFI,South Plains Financial Inc,Financiero
SPGI,S&P Global Inc,Financiero
SPH,Suburban Propane Partners LP,Utilities
SPKL,Spark I Acquisition Corp,Financiero
SPNT,Siriuspoint Ltd,Financiero
SPRU,Spruce Power Holding Corp,Utilities
SR,Spire Inc,Utilities
SRBK,SR Bancorp Inc,Financiero
SRCE,1st Source Corporation,Financiero
SRE,Sempra Energy,Utilities
SSAC,Spacsphere Acquisition Corp,Financiero
SSB,SouthState Bank Corp,Financiero
SSCC,Spirits Capital Corporation,Financiero
STBA,S&T Bancorp Inc,Financiero
STC,Stewart Information Services Corp,Financiero
STEP,Stepstone Group Inc,Financiero
STLE,Steele Bancorp Inc.,Financiero
STNE,StoneCo Ltd,Financiero
STT,State Street Corp,Financiero
SUIG,SUI Group Holdings Ltd,Financiero
SUMA,SUMA Acquisition Corp,Financiero
SUME,"""Summer Energy Holdings"," Inc.""",Utilities
SVAQ,Silicon Valley Acquisition Corp,Financiero
SVCC,Stellar V Capital Corp,Financiero
SVIV,Spring Valley Acquisition Corp IV,Financiero
SWRD,Stewards Inc.,Financiero
SWX,Southwest Gas Holdings Inc,Utilities
SYBT,Stock Yards Bancorp Inc,Financiero
SYF,Synchrony Financial,Financiero
SZZL,Sizzle Acquisition II Corp,Financiero
TACH,Titan Acquisition Corp,Financiero
TACO,Berto Acquisition Corp,Financiero
TAVI,Tavia Acquisition Corp,Financiero
TBBK,The Bancorp Inc,Financiero
TCBI,Texas Capital Bancshares Inc,Financiero
TCBK,TriCo Bancshares,Financiero
TCBX,Third Coast Bancshares Inc,Financiero
TDAC.U,Translational Development Unit,Financiero
TDWD,Tailwind 20 Acquisition Corp,Financiero
TFC,Truist Financial Corp,Financiero
TFIN,Triumph Bancorp,Financiero
TFSL,TFS Financial Corporation,Financiero
THFF,First Financial Corporation Indiana,Financiero
THG,The Hanover Insurance Group Inc,Financiero
THVB,"""Thomasville Bancshares"," Inc.""",Financiero
TLN,Talen Energy Corp,Utilities
TLNC,Talon Capital Corp,Financiero
TMP,Tompkins Financial Corporation,Financiero
TMS,Teamshares Inc,Financiero
TMTS,Spartacus Acquisition Corp II,Financiero
TOWN,Towne Bank,Financiero
TPG,TPG Inc,Financiero
TPII,Triad Pro Innovators Inc,Utilities
TRAD,APEX Tech Acquisition Inc,Financiero
TRCY,Tri City Bankshares Corp,Financiero
TREE,Lendingtree Inc,Financiero
TRGS,TRG Latin America Acquisitions Corp,Financiero
TRIT.F,Tri-Tech Holding Inc,Utilities
TRMK,Trustmark Corporation,Financiero
TROW,T. Rowe Price Group Inc,Financiero
TRST,TrustCo Bank Corp NY,Financiero
TRUP,Trupanion Inc,Financiero
TRUX,Truxton Corporation,Financiero
TRV,Travelers Companies,Financiero
TSBK,Timberland Bancorp Inc,Financiero
TVA,Texas Ventures Acquisition III Corp,Financiero
TVAI,Thayer Ventures Acquisition II Corp,Financiero
TW,Tradeweb Markets Inc,Financiero
TWFG,TWFG Inc,Financiero
TWLV,Twelve Seas Investment Company III,Financiero
TXNM,TXNM Energy Inc,Utilities
TYBT,Trinity Bank National Assocation,Financiero
TYCB,Taylor Calvin B Bksh,Financiero
TYFG,"""Tri-County Financial Group"," Inc.""",Financiero
UAC,United Acquisition I Corp,Financiero
UBAB,United Bancorporation of Alabama Inc,Financiero
UBOH,United Bancshares Inc,Financiero
UBSI,United Bankshares Inc,Financiero
UCB,United Community Banks Inc,Financiero
UETH,"""United Ethanol"," LLC.""",Utilities
UFCS,United Fire Group Inc,Financiero
UGI,UGI Corporation,Utilities
UMBF,UMB Financial Corporation,Financiero
UNB,Union Bankshares Inc,Financiero
UNM,Unum Group,Financiero
UNTY,Unity Bancorp Inc,Financiero
UPST,Upstart Holdings Inc,Financiero
USB,U.S. Bancorp,Financiero
USCB,US Century Bank,Financiero
USMT,"""US Metro Bancorp"," Inc.""",Financiero
USWF,"""U.S. Wind Farming"," Inc.""",Utilities
UTGN,"""UTG"," Inc.""",Financiero
UTL,UNITIL Corporation,Utilities
UVE,Universal Insurance Holdings Inc,Financiero
UVSP,Univest Corporation Pennsylvania,Financiero
UWMC,UWM Holdings Corp,Financiero
VABK,Virginia National Bankshares Corp,Financiero
VACI,Viking Acquisition Corp I,Financiero
VALU,Value Line Inc,Financiero
VCTR,Victory Capital Holdings Inc,Financiero
VECA,Vernal Capital Acquisition Corp,Financiero
VEL,Velocity Financial Llc,Financiero
VHCP,Vine Hill Capital Investment Corp,Financiero
VII.U,Viking Acquisition Corp II Unit,Financiero
VINP,Vinci Partners Investments Ltd,Financiero
VIRT,Virtu Financial Inc,Financiero
VIVO,VivoPower PLC,Utilities
VLY,Valley National Bancorp,Financiero
VNME,Vendome Acquisition Corp I,Financiero
VOYA,Voya Financial Inc,Financiero
VRTS,Virtus Investment Partners Inc,Financiero
VST,Vistra Energy Corp,Utilities
WABC,Westamerica Bancorporation,Financiero
WAFD,WaFd Inc,Financiero
WAL,Western Alliance Bancorporation,Financiero
WASH,Washington Trust Bancorp Inc,Financiero
WBHC,Wilson Bank Holding Company,Financiero
WBRE,"""Wild Brush Energy"," Inc.""",Utilities
WBS,Webster Financial Corporation,Financiero
WCCB,West Coast Community Bancorp,Financiero
WD,Walker & Dunlop Inc,Financiero
WEC,WEC Energy Group Inc,Utilities
WENC,West Enclave Merger Corp,Financiero
WENN,Wen Acquisition Corp,Financiero
WFC,Wells Fargo & Company,Financiero
WFHG,World Financial Holding Group,Financiero
WHG,Westwood Holdings Group Inc,Financiero
WLCO.U,Wilco 63,Financiero
WLII,Willow Lane Acquisition Corp II,Financiero
WLTH,Wealthfront Corp,Financiero
WNEB,Western New England Bancorp Inc,Financiero
WPAC,White Pearl Acquisition Corp,Financiero
WRB,W. R. Berkley Corp,Financiero
WRIV,White River Bancshares Co,Financiero
WRLD,World Acceptance Corporation,Financiero
WSBC,WesBanco Inc,Financiero
WSBF,Waterstone Financial Inc,Financiero
WSBK,Winchester Bancorp,Financiero
WSFS,WSFS Financial Corporation,Financiero
WSRC,Western Sierra Mining Corp,Utilities
WT,WisdomTree Investments Inc,Financiero
WTBA,West Bancorporation,Financiero
WTBF.A,W.T.B. Financial Corporation Class A,Financiero
WTBF.B,W.T.B. Financial Corporation,Financiero
WTF,Waton Financial Ltd,Financiero
WTFC,Wintrust Financial Corporation,Financiero
WTM,White Mountains Insurance Group Ltd,Financiero
WTRG,Essential Utilities Inc,Utilities
WTW,Willis Towers Watson PLC,Financiero
WU,Western Union Co,Financiero
WWPW,Wind Works Power,Utilities
XCBE,X3 Acquisition Corp Ltd,Financiero
XEL,Xcel Energy Inc,Utilities
XFLH,XFLH Capital Corp,Financiero
XIFR,XPLR Infrastructure LP Unit,Utilities
XP,Xp Inc,Financiero
XRPN,Armada Acquisition Corp II,Financiero
XSLL,Xsolla SPAC 1,Financiero
XXI,Twenty One Capital Inc,Financiero
XZO,Exzeo Group Inc,Financiero
YCY,AA Mission Acquisition Corp II,Financiero
YDVL,"""YVC Holdings"," Inc""",Financiero
YICC.U,Yorkville International Capital Cor,Financiero
YORW,The York Water Company,Utilities
ZHYL.F,Zhaoheng Hydropower Ltd.,Utilities
ZION,Zions Bancorporation,Financiero
ZKP,Lafayette Digital Acquisition I,Financiero
